"tenant_id","ip_id","inventory_id","last_modification","observaciones","product_id","stock"
"wong","inventory_10540#product_32316","inventory_10540","2024-12-02T08:53:41.931268","""Producto agregado al inventario Day, Hudson and Marks.""","product_32316","1115"
"wong","inventory_10616#product_18563","inventory_10616","2024-12-02T08:53:16.044765","Producto agregado al inventario Brown-Lewis.","product_18563","692"
"wong","inventory_1065#product_33856","inventory_1065","2024-12-02T08:53:09.508597","""Producto agregado al inventario Fisher, Silva and Hall.""","product_33856","3601"
"wong","inventory_1065#product_56283","inventory_1065","2024-12-02T08:52:30.546678","""Producto agregado al inventario Fisher, Silva and Hall.""","product_56283","7982"
"wong","inventory_10681#product_57146","inventory_10681","2024-12-02T08:52:43.216877","Producto agregado al inventario Ford-Hernandez.","product_57146","878"
"wong","inventory_10681#product_62001","inventory_10681","2024-12-02T08:53:52.561965","Producto agregado al inventario Ford-Hernandez.","product_62001","755"
"wong","inventory_10682#product_25912","inventory_10682","2024-12-02T08:53:54.045097","Producto agregado al inventario Fox-Beltran.","product_25912","361"
"wong","inventory_10702#product_56242","inventory_10702","2024-12-02T08:52:34.847595","Producto agregado al inventario Marks-Powell.","product_56242","467"
"wong","inventory_10702#product_70616","inventory_10702","2024-12-02T08:52:51.906121","Producto agregado al inventario Marks-Powell.","product_70616","1134"
"wong","inventory_10702#product_74793","inventory_10702","2024-12-02T08:53:29.971977","Producto agregado al inventario Marks-Powell.","product_74793","230"
"wong","inventory_10751#product_24555","inventory_10751","2024-12-02T08:53:26.023553","Producto agregado al inventario Robinson-Allen.","product_24555","309"
"wong","inventory_10751#product_46909","inventory_10751","2024-12-02T08:52:39.047458","Producto agregado al inventario Robinson-Allen.","product_46909","141"
"wong","inventory_10751#product_4830","inventory_10751","2024-12-02T08:52:50.831665","Producto agregado al inventario Robinson-Allen.","product_4830","587"
"wong","inventory_10852#product_65629","inventory_10852","2024-12-02T08:52:56.590089","Producto agregado al inventario Harvey Inc.","product_65629","1849"
"wong","inventory_10852#product_87244","inventory_10852","2024-12-02T08:53:04.261380","Producto agregado al inventario Harvey Inc.","product_87244","5642"
"wong","inventory_10986#product_3524","inventory_10986","2024-12-02T08:52:52.166423","Producto agregado al inventario Carter LLC.","product_3524","706"
"wong","inventory_10986#product_5505","inventory_10986","2024-12-02T08:52:24.880939","Producto agregado al inventario Carter LLC.","product_5505","1080"
"wong","inventory_10998#product_40937","inventory_10998","2024-12-02T08:53:20.485759","Producto agregado al inventario Meyer Group.","product_40937","185"
"wong","inventory_10998#product_56343","inventory_10998","2024-12-02T08:52:59.677863","Producto agregado al inventario Meyer Group.","product_56343","1172"
"wong","inventory_11018#product_62799","inventory_11018","2024-12-02T08:52:56.207652","Producto agregado al inventario Mata LLC.","product_62799","2207"
"wong","inventory_11023#product_84481","inventory_11023","2024-12-02T08:53:43.467002","""Producto agregado al inventario Wyatt, Welch and Sparks.""","product_84481","5518"
"wong","inventory_11025#product_56970","inventory_11025","2024-12-02T08:53:11.028021","Producto agregado al inventario Walker-Drake.","product_56970","901"
"wong","inventory_11025#product_76003","inventory_11025","2024-12-02T08:52:50.749994","Producto agregado al inventario Walker-Drake.","product_76003","16"
"wong","inventory_11069#product_65510","inventory_11069","2024-12-02T08:53:35.979551","Producto agregado al inventario Vazquez-Bullock.","product_65510","6879"
"wong","inventory_11070#product_47103","inventory_11070","2024-12-02T08:53:19.243528","Producto agregado al inventario Mendoza-Jones.","product_47103","364"
"wong","inventory_11133#product_60424","inventory_11133","2024-12-02T08:52:46.145919","""Producto agregado al inventario Munoz, Steele and Villarreal.""","product_60424","171"
"wong","inventory_11153#product_48323","inventory_11153","2024-12-02T08:53:30.084844","Producto agregado al inventario Perkins PLC.","product_48323","4466"
"wong","inventory_11157#product_32275","inventory_11157","2024-12-02T08:53:24.286062","Producto agregado al inventario Daniels-Monroe.","product_32275","6571"
"wong","inventory_11157#product_95176","inventory_11157","2024-12-02T08:53:28.344589","Producto agregado al inventario Daniels-Monroe.","product_95176","435"
"wong","inventory_11172#product_11950","inventory_11172","2024-12-02T08:52:29.141268","Producto agregado al inventario Gonzalez PLC.","product_11950","2247"
"wong","inventory_11294#product_3678","inventory_11294","2024-12-02T08:53:11.643671","Producto agregado al inventario Morgan-Campbell.","product_3678","464"
"wong","inventory_11318#product_18256","inventory_11318","2024-12-02T08:52:38.341179","Producto agregado al inventario Daniels-Keith.","product_18256","8041"
"wong","inventory_11327#product_92786","inventory_11327","2024-12-02T08:52:22.013274","Producto agregado al inventario Kennedy PLC.","product_92786","3057"
"wong","inventory_11357#product_60035","inventory_11357","2024-12-02T08:52:46.955682","Producto agregado al inventario Reynolds PLC.","product_60035","3443"
"wong","inventory_11357#product_64801","inventory_11357","2024-12-02T08:52:33.460086","Producto agregado al inventario Reynolds PLC.","product_64801","5368"
"wong","inventory_11433#product_25973","inventory_11433","2024-12-02T08:52:33.992392","Producto agregado al inventario Reed-Smith.","product_25973","26"
"wong","inventory_1146#product_55118","inventory_1146","2024-12-02T08:52:47.840394","Producto agregado al inventario Taylor LLC.","product_55118","4518"
"wong","inventory_1146#product_88766","inventory_1146","2024-12-02T08:53:29.215238","Producto agregado al inventario Taylor LLC.","product_88766","212"
"wong","inventory_11522#product_53266","inventory_11522","2024-12-02T08:52:37.401887","Producto agregado al inventario Huerta-Barr.","product_53266","559"
"wong","inventory_11577#product_88061","inventory_11577","2024-12-02T08:52:22.900413","Producto agregado al inventario Morris-Thornton.","product_88061","598"
"wong","inventory_11635#product_10980","inventory_11635","2024-12-02T08:52:50.180225","Producto agregado al inventario Joseph LLC.","product_10980","1211"
"wong","inventory_11635#product_42770","inventory_11635","2024-12-02T08:52:42.681835","Producto agregado al inventario Joseph LLC.","product_42770","643"
"wong","inventory_11635#product_42865","inventory_11635","2024-12-02T08:52:36.304137","Producto agregado al inventario Joseph LLC.","product_42865","2789"
"wong","inventory_11737#product_32275","inventory_11737","2024-12-02T08:53:51.067867","Producto agregado al inventario Robles-Johnson.","product_32275","274"
"wong","inventory_11737#product_46476","inventory_11737","2024-12-02T08:52:54.676907","Producto agregado al inventario Robles-Johnson.","product_46476","384"
"wong","inventory_1178#product_12189","inventory_1178","2024-12-02T08:53:41.461338","""Producto agregado al inventario Chapman, White and Moore.""","product_12189","2974"
"wong","inventory_1178#product_79442","inventory_1178","2024-12-02T08:53:23.871428","""Producto agregado al inventario Chapman, White and Moore.""","product_79442","45"
"wong","inventory_11788#product_41091","inventory_11788","2024-12-02T08:52:55.313158","""Producto agregado al inventario Lynch, Davidson and Hunter.""","product_41091","75"
"wong","inventory_11788#product_63206","inventory_11788","2024-12-02T08:53:07.231307","""Producto agregado al inventario Lynch, Davidson and Hunter.""","product_63206","297"
"wong","inventory_11838#product_38010","inventory_11838","2024-12-02T08:52:31.712690","""Producto agregado al inventario Medina, Key and Fernandez.""","product_38010","5467"
"wong","inventory_11838#product_61406","inventory_11838","2024-12-02T08:53:19.121577","""Producto agregado al inventario Medina, Key and Fernandez.""","product_61406","4047"
"wong","inventory_11838#product_64639","inventory_11838","2024-12-02T08:52:55.223143","""Producto agregado al inventario Medina, Key and Fernandez.""","product_64639","1222"
"wong","inventory_1184#product_83279","inventory_1184","2024-12-02T08:52:41.865166","Producto agregado al inventario Grant Inc.","product_83279","2990"
"wong","inventory_1184#product_99089","inventory_1184","2024-12-02T08:53:01.049767","Producto agregado al inventario Grant Inc.","product_99089","4520"
"wong","inventory_11846#product_46250","inventory_11846","2024-12-02T08:52:52.445138","Producto agregado al inventario Simmons Inc.","product_46250","3990"
"wong","inventory_11846#product_56970","inventory_11846","2024-12-02T08:53:29.805050","Producto agregado al inventario Simmons Inc.","product_56970","2079"
"wong","inventory_11846#product_92786","inventory_11846","2024-12-02T08:52:48.583344","Producto agregado al inventario Simmons Inc.","product_92786","4573"
"wong","inventory_1188#product_18112","inventory_1188","2024-12-02T08:52:34.285534","""Producto agregado al inventario Smith, Burnett and Hardy.""","product_18112","7107"
"wong","inventory_1188#product_4968","inventory_1188","2024-12-02T08:52:55.575177","""Producto agregado al inventario Smith, Burnett and Hardy.""","product_4968","772"
"wong","inventory_11924#product_55594","inventory_11924","2024-12-02T08:53:03.341819","Producto agregado al inventario Perez Ltd.","product_55594","5974"
"wong","inventory_11955#product_34658","inventory_11955","2024-12-02T08:53:38.297106","Producto agregado al inventario Riley-Garcia.","product_34658","2431"
"wong","inventory_11979#product_10157","inventory_11979","2024-12-02T08:53:22.334955","Producto agregado al inventario Berger LLC.","product_10157","223"
"wong","inventory_120#product_5546","inventory_120","2024-12-02T08:52:44.615959","""Producto agregado al inventario Meyer, Bell and Simon.""","product_5546","1342"
"wong","inventory_120#product_60148","inventory_120","2024-12-02T08:53:22.624803","""Producto agregado al inventario Meyer, Bell and Simon.""","product_60148","3711"
"wong","inventory_12039#product_52819","inventory_12039","2024-12-02T08:52:56.797719","Producto agregado al inventario Harrison Inc.","product_52819","5548"
"wong","inventory_12099#product_35350","inventory_12099","2024-12-02T08:53:48.894976","Producto agregado al inventario Contreras-Jefferson.","product_35350","8877"
"wong","inventory_12154#product_94565","inventory_12154","2024-12-02T08:53:16.156448","""Producto agregado al inventario Wiley, Jones and Jennings.""","product_94565","1373"
"wong","inventory_12205#product_25703","inventory_12205","2024-12-02T08:52:22.805607","Producto agregado al inventario Castro LLC.","product_25703","5101"
"wong","inventory_12212#product_42968","inventory_12212","2024-12-02T08:53:41.807236","Producto agregado al inventario Tanner Ltd.","product_42968","449"
"wong","inventory_12212#product_71026","inventory_12212","2024-12-02T08:53:22.874934","Producto agregado al inventario Tanner Ltd.","product_71026","540"
"wong","inventory_12332#product_32084","inventory_12332","2024-12-02T08:53:05.005747","Producto agregado al inventario Sparks LLC.","product_32084","213"
"wong","inventory_12332#product_74320","inventory_12332","2024-12-02T08:52:38.370876","Producto agregado al inventario Sparks LLC.","product_74320","33"
"wong","inventory_12347#product_39583","inventory_12347","2024-12-02T08:53:31.796187","""Producto agregado al inventario Daniel, Knapp and Ponce.""","product_39583","4657"
"wong","inventory_1237#product_27474","inventory_1237","2024-12-02T08:53:39.249809","Producto agregado al inventario Hopkins Inc.","product_27474","5240"
"wong","inventory_1237#product_57230","inventory_1237","2024-12-02T08:52:37.222097","Producto agregado al inventario Hopkins Inc.","product_57230","4648"
"wong","inventory_12440#product_77019","inventory_12440","2024-12-02T08:53:02.729078","""Producto agregado al inventario Harris, Smith and Nelson.""","product_77019","963"
"wong","inventory_1247#product_14733","inventory_1247","2024-12-02T08:53:23.819592","Producto agregado al inventario Park-Watkins.","product_14733","3967"
"wong","inventory_12492#product_64842","inventory_12492","2024-12-02T08:52:22.498419","Producto agregado al inventario Morrison-Costa.","product_64842","3143"
"wong","inventory_12492#product_9823","inventory_12492","2024-12-02T08:53:03.394437","Producto agregado al inventario Morrison-Costa.","product_9823","5493"
"wong","inventory_12497#product_62362","inventory_12497","2024-12-02T08:53:38.250637","Producto agregado al inventario Tucker Inc.","product_62362","2575"
"wong","inventory_12524#product_34112","inventory_12524","2024-12-02T08:53:11.724693","Producto agregado al inventario Gallagher-Hall.","product_34112","3365"
"wong","inventory_12525#product_67368","inventory_12525","2024-12-02T08:53:54.196517","Producto agregado al inventario Johnston and Sons.","product_67368","6705"
"wong","inventory_12540#product_35152","inventory_12540","2024-12-02T08:53:32.641677","Producto agregado al inventario Stone PLC.","product_35152","5953"
"wong","inventory_12566#product_15705","inventory_12566","2024-12-02T08:53:31.044437","Producto agregado al inventario Green and Sons.","product_15705","242"
"wong","inventory_12566#product_51858","inventory_12566","2024-12-02T08:52:51.520273","Producto agregado al inventario Green and Sons.","product_51858","276"
"wong","inventory_1258#product_84165","inventory_1258","2024-12-02T08:52:51.106512","Producto agregado al inventario Rogers-Williams.","product_84165","628"
"wong","inventory_12661#product_72090","inventory_12661","2024-12-02T08:52:39.339180","Producto agregado al inventario Branch LLC.","product_72090","713"
"wong","inventory_12669#product_12646","inventory_12669","2024-12-02T08:53:34.532057","Producto agregado al inventario Martin LLC.","product_12646","486"
"wong","inventory_1267#product_38290","inventory_1267","2024-12-02T08:52:51.432396","Producto agregado al inventario Bradley-Love.","product_38290","5909"
"wong","inventory_1267#product_79541","inventory_1267","2024-12-02T08:53:11.412532","Producto agregado al inventario Bradley-Love.","product_79541","6091"
"wong","inventory_12676#product_37189","inventory_12676","2024-12-02T08:53:01.980743","Producto agregado al inventario Davis-Hubbard.","product_37189","3963"
"wong","inventory_12676#product_71042","inventory_12676","2024-12-02T08:52:36.656420","Producto agregado al inventario Davis-Hubbard.","product_71042","244"
"wong","inventory_12693#product_69329","inventory_12693","2024-12-02T08:53:17.400157","""Producto agregado al inventario Olson, Williams and Rowe.""","product_69329","2479"
"wong","inventory_12693#product_74527","inventory_12693","2024-12-02T08:53:27.559287","""Producto agregado al inventario Olson, Williams and Rowe.""","product_74527","2301"
"wong","inventory_12760#product_14605","inventory_12760","2024-12-02T08:53:27.901757","Producto agregado al inventario Richardson-Campbell.","product_14605","2562"
"wong","inventory_12760#product_84261","inventory_12760","2024-12-02T08:53:25.849816","Producto agregado al inventario Richardson-Campbell.","product_84261","172"
"wong","inventory_12789#product_27421","inventory_12789","2024-12-02T08:53:41.115333","Producto agregado al inventario Johnson Group.","product_27421","91"
"wong","inventory_12802#product_27937","inventory_12802","2024-12-02T08:53:25.086239","Producto agregado al inventario Ward Group.","product_27937","1826"
"wong","inventory_12823#product_26182","inventory_12823","2024-12-02T08:52:37.416931","""Producto agregado al inventario Chavez, Henson and Lee.""","product_26182","2543"
"wong","inventory_12823#product_32275","inventory_12823","2024-12-02T08:53:05.441580","""Producto agregado al inventario Chavez, Henson and Lee.""","product_32275","3294"
"wong","inventory_12823#product_60344","inventory_12823","2024-12-02T08:53:14.461376","""Producto agregado al inventario Chavez, Henson and Lee.""","product_60344","1757"
"wong","inventory_12841#product_52835","inventory_12841","2024-12-02T08:52:31.377598","""Producto agregado al inventario Tran, Deleon and Wilson.""","product_52835","659"
"wong","inventory_12857#product_68561","inventory_12857","2024-12-02T08:53:07.587738","Producto agregado al inventario Calhoun-Jones.","product_68561","3744"
"wong","inventory_12913#product_35314","inventory_12913","2024-12-02T08:53:25.052709","""Producto agregado al inventario Kelley, Perkins and Williams.""","product_35314","1913"
"wong","inventory_12913#product_95178","inventory_12913","2024-12-02T08:52:44.387589","""Producto agregado al inventario Kelley, Perkins and Williams.""","product_95178","1362"
"wong","inventory_12972#product_70746","inventory_12972","2024-12-02T08:52:32.867902","Producto agregado al inventario Castro and Sons.","product_70746","6322"
"wong","inventory_12999#product_19306","inventory_12999","2024-12-02T08:53:43.551568","Producto agregado al inventario Black-Richardson.","product_19306","478"
"wong","inventory_13002#product_16289","inventory_13002","2024-12-02T08:53:47.050241","Producto agregado al inventario Farmer-Rhodes.","product_16289","1739"
"wong","inventory_13002#product_19134","inventory_13002","2024-12-02T08:53:48.870709","Producto agregado al inventario Farmer-Rhodes.","product_19134","7079"
"wong","inventory_13002#product_36815","inventory_13002","2024-12-02T08:52:31.912109","Producto agregado al inventario Farmer-Rhodes.","product_36815","2761"
"wong","inventory_13002#product_71422","inventory_13002","2024-12-02T08:53:02.239560","Producto agregado al inventario Farmer-Rhodes.","product_71422","4378"
"wong","inventory_13021#product_86451","inventory_13021","2024-12-02T08:52:34.136167","""Producto agregado al inventario Gibson, Henson and Lucas.""","product_86451","8274"
"wong","inventory_13021#product_91046","inventory_13021","2024-12-02T08:53:42.477916","""Producto agregado al inventario Gibson, Henson and Lucas.""","product_91046","1906"
"wong","inventory_13021#product_93208","inventory_13021","2024-12-02T08:52:58.949575","""Producto agregado al inventario Gibson, Henson and Lucas.""","product_93208","5488"
"wong","inventory_13106#product_78359","inventory_13106","2024-12-02T08:52:29.443162","""Producto agregado al inventario Yang, Miller and Roberts.""","product_78359","4460"
"wong","inventory_13141#product_21382","inventory_13141","2024-12-02T08:52:34.153382","Producto agregado al inventario Griffin-Smith.","product_21382","1699"
"wong","inventory_13141#product_68561","inventory_13141","2024-12-02T08:52:38.803051","Producto agregado al inventario Griffin-Smith.","product_68561","5379"
"wong","inventory_13163#product_47495","inventory_13163","2024-12-02T08:53:12.801787","""Producto agregado al inventario Abbott, Mcclure and Gibson.""","product_47495","6466"
"wong","inventory_13170#product_32522","inventory_13170","2024-12-02T08:53:18.267849","""Producto agregado al inventario Hamilton, Harris and Price.""","product_32522","696"
"wong","inventory_13183#product_4919","inventory_13183","2024-12-02T08:52:45.601704","Producto agregado al inventario Rodriguez Group.","product_4919","68"
"wong","inventory_13200#product_53529","inventory_13200","2024-12-02T08:52:26.861818","Producto agregado al inventario Wells LLC.","product_53529","1633"
"wong","inventory_13202#product_5059","inventory_13202","2024-12-02T08:52:27.950439","""Producto agregado al inventario Perry, Frey and Harrison.""","product_5059","844"
"wong","inventory_13202#product_67212","inventory_13202","2024-12-02T08:53:41.839660","""Producto agregado al inventario Perry, Frey and Harrison.""","product_67212","630"
"wong","inventory_13203#product_51556","inventory_13203","2024-12-02T08:53:53.399608","""Producto agregado al inventario Medina, Lee and Keith.""","product_51556","1328"
"wong","inventory_13338#product_56586","inventory_13338","2024-12-02T08:52:50.659266","Producto agregado al inventario Hendricks LLC.","product_56586","2697"
"wong","inventory_13378#product_28387","inventory_13378","2024-12-02T08:53:08.025429","Producto agregado al inventario Johnson Ltd.","product_28387","9168"
"wong","inventory_13378#product_76271","inventory_13378","2024-12-02T08:52:51.328326","Producto agregado al inventario Johnson Ltd.","product_76271","5204"
"wong","inventory_13378#product_79660","inventory_13378","2024-12-02T08:53:48.684389","Producto agregado al inventario Johnson Ltd.","product_79660","8193"
"wong","inventory_13466#product_82688","inventory_13466","2024-12-02T08:52:30.270351","Producto agregado al inventario Martinez LLC.","product_82688","2895"
"wong","inventory_13485#product_23496","inventory_13485","2024-12-02T08:53:16.740707","Producto agregado al inventario Esparza and Sons.","product_23496","3745"
"wong","inventory_13485#product_43702","inventory_13485","2024-12-02T08:53:14.998202","Producto agregado al inventario Esparza and Sons.","product_43702","3844"
"wong","inventory_13528#product_60792","inventory_13528","2024-12-02T08:53:23.577683","Producto agregado al inventario Fisher-Thompson.","product_60792","646"
"wong","inventory_13528#product_70061","inventory_13528","2024-12-02T08:53:00.114658","Producto agregado al inventario Fisher-Thompson.","product_70061","2632"
"wong","inventory_13548#product_28387","inventory_13548","2024-12-02T08:53:21.920675","Producto agregado al inventario Petersen-Ingram.","product_28387","2513"
"wong","inventory_13548#product_35586","inventory_13548","2024-12-02T08:53:16.707565","Producto agregado al inventario Petersen-Ingram.","product_35586","467"
"wong","inventory_13548#product_40574","inventory_13548","2024-12-02T08:52:26.834170","Producto agregado al inventario Petersen-Ingram.","product_40574","4324"
"wong","inventory_13548#product_46509","inventory_13548","2024-12-02T08:53:45.274031","Producto agregado al inventario Petersen-Ingram.","product_46509","2083"
"wong","inventory_13548#product_73352","inventory_13548","2024-12-02T08:53:45.289102","Producto agregado al inventario Petersen-Ingram.","product_73352","780"
"wong","inventory_13549#product_65457","inventory_13549","2024-12-02T08:52:46.735898","Producto agregado al inventario Jackson PLC.","product_65457","501"
"wong","inventory_1356#product_11312","inventory_1356","2024-12-02T08:52:34.221169","Producto agregado al inventario James PLC.","product_11312","2285"
"wong","inventory_13560#product_50132","inventory_13560","2024-12-02T08:53:07.889073","""Producto agregado al inventario Marsh, Wiley and Graham.""","product_50132","2327"
"wong","inventory_13643#product_42165","inventory_13643","2024-12-02T08:52:44.379638","Producto agregado al inventario Lee and Sons.","product_42165","2444"
"wong","inventory_13643#product_47449","inventory_13643","2024-12-02T08:53:24.384250","Producto agregado al inventario Lee and Sons.","product_47449","222"
"wong","inventory_13643#product_51034","inventory_13643","2024-12-02T08:52:50.975720","Producto agregado al inventario Lee and Sons.","product_51034","3297"
"wong","inventory_13742#product_10801","inventory_13742","2024-12-02T08:53:24.615090","Producto agregado al inventario Adams-Garcia.","product_10801","5547"
"wong","inventory_13742#product_33046","inventory_13742","2024-12-02T08:49:19.779745","Producto agregado al inventario Adams-Garcia.","product_33046","6001"
"wong","inventory_13835#product_27967","inventory_13835","2024-12-02T08:52:39.039497","""Producto agregado al inventario Krueger, Arnold and Wagner.""","product_27967","3321"
"wong","inventory_139#product_33106","inventory_139","2024-12-02T08:53:49.834152","Producto agregado al inventario Morales-Johnson.","product_33106","1979"
"wong","inventory_139#product_52890","inventory_139","2024-12-02T08:52:51.067570","Producto agregado al inventario Morales-Johnson.","product_52890","2274"
"wong","inventory_13955#product_73122","inventory_13955","2024-12-02T08:53:53.661909","Producto agregado al inventario Deleon-Owens.","product_73122","4619"
"wong","inventory_14067#product_11788","inventory_14067","2024-12-02T08:53:44.746729","Producto agregado al inventario Hall LLC.","product_11788","103"
"wong","inventory_14067#product_8386","inventory_14067","2024-12-02T08:53:21.372265","Producto agregado al inventario Hall LLC.","product_8386","310"
"wong","inventory_14067#product_96313","inventory_14067","2024-12-02T08:52:44.960242","Producto agregado al inventario Hall LLC.","product_96313","789"
"wong","inventory_1407#product_54975","inventory_1407","2024-12-02T08:53:12.956606","""Producto agregado al inventario Garner, Mccoy and Jackson.""","product_54975","5855"
"wong","inventory_14111#product_32195","inventory_14111","2024-12-02T08:53:09.250054","Producto agregado al inventario Bell-Hall.","product_32195","2199"
"wong","inventory_14113#product_80018","inventory_14113","2024-12-02T08:52:25.601011","Producto agregado al inventario Shaw-Martin.","product_80018","222"
"wong","inventory_14278#product_52430","inventory_14278","2024-12-02T08:53:44.739634","""Producto agregado al inventario Robinson, Davis and Fields.""","product_52430","5145"
"wong","inventory_14306#product_41315","inventory_14306","2024-12-02T08:52:50.018075","Producto agregado al inventario White-Cross.","product_41315","195"
"wong","inventory_14306#product_70788","inventory_14306","2024-12-02T08:53:21.174301","Producto agregado al inventario White-Cross.","product_70788","362"
"wong","inventory_14308#product_58783","inventory_14308","2024-12-02T08:52:52.658550","Producto agregado al inventario Mitchell-Jones.","product_58783","770"
"wong","inventory_14406#product_75904","inventory_14406","2024-12-02T08:52:21.037020","Producto agregado al inventario Bowen and Sons.","product_75904","5114"
"wong","inventory_14440#product_14231","inventory_14440","2024-12-02T08:52:40.069484","""Producto agregado al inventario Stevens, Harrington and Mitchell.""","product_14231","6661"
"wong","inventory_14440#product_47097","inventory_14440","2024-12-02T08:52:46.472636","""Producto agregado al inventario Stevens, Harrington and Mitchell.""","product_47097","5957"
"wong","inventory_14449#product_2582","inventory_14449","2024-12-02T08:52:24.212288","Producto agregado al inventario Gibson-Soto.","product_2582","1888"
"wong","inventory_14470#product_32220","inventory_14470","2024-12-02T08:53:41.378559","""Producto agregado al inventario Yang, Jackson and Alvarado.""","product_32220","365"
"wong","inventory_14470#product_83047","inventory_14470","2024-12-02T08:53:31.158888","""Producto agregado al inventario Yang, Jackson and Alvarado.""","product_83047","4506"
"wong","inventory_14489#product_1704","inventory_14489","2024-12-02T08:53:18.634827","""Producto agregado al inventario Benson, Aguilar and Carroll.""","product_1704","1716"
"wong","inventory_145#product_99500","inventory_145","2024-12-02T08:53:14.549984","Producto agregado al inventario Haynes-Martinez.","product_99500","4564"
"wong","inventory_14532#product_19835","inventory_14532","2024-12-02T08:52:46.963893","""Producto agregado al inventario Cole, Greene and Hawkins.""","product_19835","4311"
"wong","inventory_14544#product_43152","inventory_14544","2024-12-02T08:52:49.204560","Producto agregado al inventario Ward PLC.","product_43152","2822"
"wong","inventory_14549#product_73577","inventory_14549","2024-12-02T08:53:00.050907","Producto agregado al inventario Stevens Ltd.","product_73577","4333"
"wong","inventory_14577#product_37981","inventory_14577","2024-12-02T08:53:21.936249","Producto agregado al inventario Atkins-Robertson.","product_37981","2683"
"wong","inventory_14588#product_65624","inventory_14588","2024-12-02T08:52:37.709844","""Producto agregado al inventario Anderson, Li and Miles.""","product_65624","4255"
"wong","inventory_14597#product_39850","inventory_14597","2024-12-02T08:53:20.881253","Producto agregado al inventario Butler-Sanchez.","product_39850","2035"
"wong","inventory_14675#product_78025","inventory_14675","2024-12-02T08:53:27.495999","Producto agregado al inventario Delgado Inc.","product_78025","3026"
"wong","inventory_14710#product_58924","inventory_14710","2024-12-02T08:53:43.641202","Producto agregado al inventario Montgomery-Meadows.","product_58924","1244"
"wong","inventory_14710#product_76721","inventory_14710","2024-12-02T08:52:43.869137","Producto agregado al inventario Montgomery-Meadows.","product_76721","2409"
"wong","inventory_14715#product_89228","inventory_14715","2024-12-02T08:52:53.927253","Producto agregado al inventario Frost PLC.","product_89228","1668"
"wong","inventory_14741#product_15705","inventory_14741","2024-12-02T08:52:31.331162","""Producto agregado al inventario Clark, Thompson and Mcneil.""","product_15705","528"
"wong","inventory_14741#product_42289","inventory_14741","2024-12-02T08:49:19.753567","""Producto agregado al inventario Clark, Thompson and Mcneil.""","product_42289","2144"
"wong","inventory_14751#product_40480","inventory_14751","2024-12-02T08:53:39.389782","Producto agregado al inventario Palmer-Williams.","product_40480","7955"
"wong","inventory_14785#product_4422","inventory_14785","2024-12-02T08:53:39.196650","""Producto agregado al inventario Cole, Greer and Hunt.""","product_4422","1759"
